areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2022-09-14,2752,19888584,1983,18641951,769,1246633
nation,England,E92000001,2022-09-13,4122,19885832,3051,18639968,1071,1245864
nation,England,E92000001,2022-09-12,4463,19881710,3163,18636917,1300,1244793
nation,England,E92000001,2022-09-11,3789,19877247,2767,18633754,1022,1243493
nation,England,E92000001,2022-09-10,2794,19873458,2075,18630987,719,1242471
nation,England,E92000001,2022-09-09,3043,19870664,2278,18628912,765,1241752
nation,England,E92000001,2022-09-08,3226,19867621,2352,18626634,874,1240987
nation,England,E92000001,2022-09-07,3726,19864395,2722,18624282,1004,1240113
nation,England,E92000001,2022-09-06,3926,19860669,2855,18621560,1071,1239109
nation,England,E92000001,2022-09-05,4375,19856743,3146,18618705,1229,1238038
nation,England,E92000001,2022-09-04,3755,19852368,2766,18615559,989,1236809
nation,England,E92000001,2022-09-03,2965,19848613,2208,18612793,757,1235820
nation,England,E92000001,2022-09-02,3230,19845648,2430,18610585,800,1235063
nation,England,E92000001,2022-09-01,3758,19842418,2730,18608155,1028,1234263
nation,England,E92000001,2022-08-31,3959,19838660,2923,18605425,1036,1233235
nation,England,E92000001,2022-08-30,4471,19834701,3160,18602502,1311,1232199
nation,England,E92000001,2022-08-29,3934,19830230,2838,18599342,1096,1230888
nation,England,E92000001,2022-08-28,2881,19826296,2192,18596504,689,1229792
nation,England,E92000001,2022-08-27,2586,19823415,1963,18594312,623,1229103
nation,England,E92000001,2022-08-26,2986,19820829,2281,18592349,705,1228480
nation,England,E92000001,2022-08-25,3250,19817843,2395,18590068,855,1227775
nation,England,E92000001,2022-08-24,3894,19814593,2889,18587673,1005,1226920
nation,England,E92000001,2022-08-23,4015,19810699,3005,18584784,1010,1225915
nation,England,E92000001,2022-08-22,4504,19806684,3322,18581779,1182,1224905
nation,England,E92000001,2022-08-21,3532,19802180,2603,18578457,929,1223723
nation,England,E92000001,2022-08-20,2825,19798648,2165,18575854,660,1222794
nation,England,E92000001,2022-08-19,3312,19795823,2485,18573689,827,1222134
nation,England,E92000001,2022-08-18,3857,19792511,2871,18571204,986,1221307
nation,England,E92000001,2022-08-17,4380,19788654,3264,18568333,1116,1220321
nation,England,E92000001,2022-08-16,4826,19784274,3605,18565069,1221,1219205
nation,England,E92000001,2022-08-15,5592,19779448,4170,18561464,1422,1217984
nation,England,E92000001,2022-08-14,4776,19773856,3617,18557294,1159,1216562
nation,England,E92000001,2022-08-13,3967,19769080,3044,18553677,923,1215403
nation,England,E92000001,2022-08-12,4773,19765113,3649,18550633,1124,1214480
nation,England,E92000001,2022-08-11,5436,19760340,4075,18546984,1361,1213356
nation,England,E92000001,2022-08-10,5984,19754904,4493,18542909,1491,1211995
nation,England,E92000001,2022-08-09,6459,19748920,4923,18538416,1536,1210504
nation,England,E92000001,2022-08-08,7222,19742461,5306,18533493,1916,1208968
nation,England,E92000001,2022-08-07,5895,19735239,4489,18528187,1406,1207052
nation,England,E92000001,2022-08-06,4850,19729344,3759,18523698,1091,1205646
nation,England,E92000001,2022-08-05,5858,19724494,4489,18519939,1369,1204555
nation,England,E92000001,2022-08-04,6517,19718636,4970,18515450,1547,1203186
nation,England,E92000001,2022-08-03,7410,19712119,5718,18510480,1692,1201639
nation,England,E92000001,2022-08-02,8159,19704709,6171,18504762,1988,1199947
nation,England,E92000001,2022-08-01,8812,19696550,6647,18498591,2165,1197959
nation,England,E92000001,2022-07-31,7666,19687738,5884,18491944,1782,1195794
nation,England,E92000001,2022-07-30,6611,19680072,5144,18486060,1467,1194012
nation,England,E92000001,2022-07-29,7581,19673461,5848,18480916,1733,1192545
nation,England,E92000001,2022-07-28,8334,19665880,6346,18475068,1988,1190812
nation,England,E92000001,2022-07-27,9430,19657546,7186,18468722,2244,1188824
nation,England,E92000001,2022-07-26,10477,19648116,8048,18461536,2429,1186580
nation,England,E92000001,2022-07-25,11927,19637639,9137,18453488,2790,1184151
nation,England,E92000001,2022-07-24,10213,19625712,7838,18444351,2375,1181361
nation,England,E92000001,2022-07-23,8905,19615499,6974,18436513,1931,1178986
nation,England,E92000001,2022-07-22,11174,19606594,8655,18429539,2519,1177055
nation,England,E92000001,2022-07-21,12788,19595420,9868,18420884,2920,1174536
nation,England,E92000001,2022-07-20,14535,19582632,11292,18411016,3243,1171616
nation,England,E92000001,2022-07-19,14863,19568097,11345,18399724,3518,1168373
nation,England,E92000001,2022-07-18,16915,19553234,12793,18388379,4122,1164855
nation,England,E92000001,2022-07-17,15701,19536319,12069,18375586,3632,1160733
nation,England,E92000001,2022-07-16,13671,19520618,10674,18363517,2997,1157101
nation,England,E92000001,2022-07-15,16625,19506947,12841,18352843,3784,1154104
nation,England,E92000001,2022-07-14,19340,19490322,14752,18340002,4588,1150320
nation,England,E92000001,2022-07-13,21640,19470982,16643,18325250,4997,1145732
nation,England,E92000001,2022-07-12,24372,19449342,18601,18308607,5771,1140735
nation,England,E92000001,2022-07-11,27196,19424970,20617,18290006,6579,1134964
nation,England,E92000001,2022-07-10,23037,19397774,17800,18269389,5237,1128385
nation,England,E92000001,2022-07-09,19351,19374737,15266,18251589,4085,1123148
nation,England,E92000001,2022-07-08,22169,19355386,17500,18236323,4669,1119063
nation,England,E92000001,2022-07-07,24048,19333217,18599,18218823,5449,1114394
nation,England,E92000001,2022-07-06,26726,19309169,20639,18200224,6087,1108945
nation,England,E92000001,2022-07-05,28115,19282443,21782,18179585,6333,1102858
nation,England,E92000001,2022-07-04,30382,19254328,23332,18157803,7050,1096525
nation,England,E92000001,2022-07-03,25170,19223946,19475,18134471,5695,1089475
nation,England,E92000001,2022-07-02,19588,19198776,15548,18114996,4040,1083780
nation,England,E92000001,2022-07-01,21059,19179188,16744,18099448,4315,1079740
nation,England,E92000001,2022-06-30,21505,19158129,16829,18082704,4676,1075425
nation,England,E92000001,2022-06-29,21719,19136624,17056,18065875,4663,1070749
nation,England,E92000001,2022-06-28,21868,19114905,17359,18048819,4509,1066086
nation,England,E92000001,2022-06-27,21896,19093037,17276,18031460,4620,1061577
nation,England,E92000001,2022-06-26,18036,19071141,14408,18014184,3628,1056957
nation,England,E92000001,2022-06-25,14472,19053105,11841,17999776,2631,1053329
nation,England,E92000001,2022-06-24,15622,19038633,12675,17987935,2947,1050698
nation,England,E92000001,2022-06-23,16696,19023011,13493,17975260,3203,1047751
nation,England,E92000001,2022-06-22,17760,19006315,14457,17961767,3303,1044548
nation,England,E92000001,2022-06-21,17528,18988555,14192,17947310,3336,1041245
nation,England,E92000001,2022-06-20,16918,18971027,13610,17933118,3308,1037909
nation,England,E92000001,2022-06-19,14521,18954109,11855,17919508,2666,1034601
nation,England,E92000001,2022-06-18,11636,18939588,9652,17907653,1984,1031935
nation,England,E92000001,2022-06-17,11640,18927952,9632,17898001,2008,1029951
nation,England,E92000001,2022-06-16,11911,18916312,9653,17888369,2258,1027943
nation,England,E92000001,2022-06-15,12386,18904401,10105,17878716,2281,1025685
nation,England,E92000001,2022-06-14,12659,18892015,10408,17868611,2251,1023404
nation,England,E92000001,2022-06-13,12955,18879356,10469,17858203,2486,1021153
nation,England,E92000001,2022-06-12,10716,18866401,8836,17847734,1880,1018667
nation,England,E92000001,2022-06-11,8466,18855685,7041,17838898,1425,1016787
nation,England,E92000001,2022-06-10,9154,18847219,7638,17831857,1516,1015362
nation,England,E92000001,2022-06-09,9585,18838065,7899,17824219,1686,1013846
nation,England,E92000001,2022-06-08,9953,18828480,8184,17816320,1769,1012160
nation,England,E92000001,2022-06-07,9481,18818527,7810,17808136,1671,1010391
nation,England,E92000001,2022-06-06,9799,18809046,8049,17800326,1750,1008720
nation,England,E92000001,2022-06-05,8351,18799247,6942,17792277,1409,1006970
nation,England,E92000001,2022-06-04,6277,18790896,5357,17785335,920,1005561
nation,England,E92000001,2022-06-03,5582,18784619,4791,17779978,791,1004641
nation,England,E92000001,2022-06-02,5081,18779037,4334,17775187,747,1003850
nation,England,E92000001,2022-06-01,5713,18773956,4956,17770853,757,1003103
nation,England,E92000001,2022-05-31,5732,18768243,4902,17765897,830,1002346
nation,England,E92000001,2022-05-30,5927,18762511,5040,17760995,887,1001516
nation,England,E92000001,2022-05-29,4686,18756584,3995,17755955,691,1000629
nation,England,E92000001,2022-05-28,4153,18751898,3561,17751960,592,999938
nation,England,E92000001,2022-05-27,4492,18747745,3825,17748399,667,999346
nation,England,E92000001,2022-05-26,4818,18743253,4000,17744574,818,998679
nation,England,E92000001,2022-05-25,5188,18738435,4303,17740574,885,997861
nation,England,E92000001,2022-05-24,5593,18733247,4648,17736271,945,996976
nation,England,E92000001,2022-05-23,6247,18727654,5123,17731623,1124,996031
nation,England,E92000001,2022-05-22,5151,18721407,4345,17726500,806,994907
nation,England,E92000001,2022-05-21,4243,18716256,3589,17722155,654,994101
nation,England,E92000001,2022-05-20,5046,18712013,4237,17718566,809,993447
nation,England,E92000001,2022-05-19,5783,18706967,4731,17714329,1052,992638
nation,England,E92000001,2022-05-18,6391,18701184,5316,17709598,1075,991586
nation,England,E92000001,2022-05-17,6831,18694793,5676,17704282,1155,990511
nation,England,E92000001,2022-05-16,7883,18687962,6453,17698606,1430,989356
nation,England,E92000001,2022-05-15,6730,18680079,5637,17692153,1093,987926
nation,England,E92000001,2022-05-14,5138,18673349,4311,17686516,827,986833
nation,England,E92000001,2022-05-13,5790,18668211,4902,17682205,888,986006
nation,England,E92000001,2022-05-12,6374,18662421,5340,17677303,1034,985118
nation,England,E92000001,2022-05-11,7262,18656047,6062,17671963,1200,984084
nation,England,E92000001,2022-05-10,8151,18648785,6772,17665901,1379,982884
nation,England,E92000001,2022-05-09,8868,18640634,7324,17659129,1544,981505
nation,England,E92000001,2022-05-08,7664,18631766,6417,17651805,1247,979961
nation,England,E92000001,2022-05-07,6353,18624102,5445,17645388,908,978714
nation,England,E92000001,2022-05-06,7508,18617749,6364,17639943,1144,977806
nation,England,E92000001,2022-05-05,8582,18610241,7205,17633579,1377,976662
nation,England,E92000001,2022-05-04,9775,18601659,8234,17626374,1541,975285
nation,England,E92000001,2022-05-03,11149,18591884,9301,17618140,1848,973744
nation,England,E92000001,2022-05-02,10327,18580735,8728,17608839,1599,971896
nation,England,E92000001,2022-05-01,7718,18570408,6638,17600111,1080,970297
nation,England,E92000001,2022-04-30,6864,18562690,5945,17593473,919,969217
nation,England,E92000001,2022-04-29,7987,18555826,6855,17587528,1132,968298
nation,England,E92000001,2022-04-28,9048,18547839,7712,17580673,1336,967166
nation,England,E92000001,2022-04-27,10115,18538791,8627,17572961,1488,965830
nation,England,E92000001,2022-04-26,11291,18528676,9632,17564334,1659,964342
nation,England,E92000001,2022-04-25,13395,18517385,11277,17554702,2118,962683
nation,England,E92000001,2022-04-24,11867,18503990,10248,17543425,1619,960565
nation,England,E92000001,2022-04-23,10570,18492123,9261,17533177,1309,958946
nation,England,E92000001,2022-04-22,12519,18481553,10848,17523916,1671,957637
nation,England,E92000001,2022-04-21,14518,18469034,12569,17513068,1949,955966
nation,England,E92000001,2022-04-20,16963,18454516,14762,17500499,2201,954017
nation,England,E92000001,2022-04-19,20590,18437553,17773,17485737,2817,951816
nation,England,E92000001,2022-04-18,20560,18416963,17868,17467964,2692,948999
nation,England,E92000001,2022-04-17,16261,18396403,14389,17450096,1872,946307
nation,England,E92000001,2022-04-16,16086,18380142,14357,17435707,1729,944435
nation,England,E92000001,2022-04-15,17301,18364056,15377,17421350,1924,942706
nation,England,E92000001,2022-04-14,21433,18346755,18973,17405973,2460,940782
nation,England,E92000001,2022-04-13,25506,18325322,22617,17387000,2889,938322
nation,England,E92000001,2022-04-12,27380,18299816,24176,17364383,3204,935433
nation,England,E92000001,2022-04-11,30597,18272436,26941,17340207,3656,932229
nation,England,E92000001,2022-04-10,25637,18241839,22867,17313266,2770,928573
nation,England,E92000001,2022-04-09,23010,18216202,20505,17290399,2505,925803
nation,England,E92000001,2022-04-08,27387,18193192,24305,17269894,3082,923298
nation,England,E92000001,2022-04-07,31745,18165805,27979,17245589,3766,920216
nation,England,E92000001,2022-04-06,36886,18134060,32597,17217610,4289,916450
nation,England,E92000001,2022-04-05,40395,18097174,35751,17185013,4644,912161
nation,England,E92000001,2022-04-04,45131,18056779,39799,17149262,5332,907517
nation,England,E92000001,2022-04-03,35598,18011648,31738,17109463,3860,902185
nation,England,E92000001,2022-04-02,31603,17976050,28255,17077725,3348,898325
nation,England,E92000001,2022-04-01,40342,17944447,35905,17049470,4437,894977
nation,England,E92000001,2022-03-31,45872,17904105,40702,17013565,5170,890540
nation,England,E92000001,2022-03-30,62747,17858233,55344,16972863,7403,885370
nation,England,E92000001,2022-03-29,67441,17795486,59381,16917519,8060,877967
nation,England,E92000001,2022-03-28,78903,17728045,69228,16858138,9675,869907
nation,England,E92000001,2022-03-27,57999,17649142,51347,16788910,6652,860232
nation,England,E92000001,2022-03-26,51773,17591143,46256,16737563,5517,853580
nation,England,E92000001,2022-03-25,60256,17539370,53549,16691307,6707,848063
nation,England,E92000001,2022-03-24,68601,17479114,60939,16637758,7662,841356
nation,England,E92000001,2022-03-23,77593,17410513,68840,16576819,8753,833694
nation,England,E92000001,2022-03-22,81847,17332920,72559,16507979,9288,824941
nation,England,E92000001,2022-03-21,89904,17251073,79356,16435420,10548,815653
nation,England,E92000001,2022-03-20,66902,17161169,59475,16356064,7427,805105
nation,England,E92000001,2022-03-19,55210,17094267,49581,16296589,5629,797678
nation,England,E92000001,2022-03-18,61903,17039057,55417,16247008,6486,792049
nation,England,E92000001,2022-03-17,67683,16977154,60468,16191591,7215,785563
nation,England,E92000001,2022-03-16,73955,16909471,66034,16131123,7921,778348
nation,England,E92000001,2022-03-15,74098,16835516,66265,16065089,7833,770427
nation,England,E92000001,2022-03-14,79518,16761418,70931,15998824,8587,762594
nation,England,E92000001,2022-03-13,60262,16681900,53980,15927893,6282,754007
nation,England,E92000001,2022-03-12,49155,16621638,44259,15873913,4896,747725
nation,England,E92000001,2022-03-11,52269,16572483,47064,15829654,5205,742829
nation,England,E92000001,2022-03-10,54292,16520214,48768,15782590,5524,737624
nation,England,E92000001,2022-03-09,55489,16465922,49874,15733822,5615,732100
nation,England,E92000001,2022-03-08,52340,16410433,47055,15683948,5285,726485
nation,England,E92000001,2022-03-07,50984,16358093,45550,15636893,5434,721200
nation,England,E92000001,2022-03-06,35912,16307109,32400,15591343,3512,715766
nation,England,E92000001,2022-03-05,28503,16271197,25906,15558943,2597,712254
nation,England,E92000001,2022-03-04,30604,16242694,27715,15533037,2889,709657
nation,England,E92000001,2022-03-03,31533,16212090,28490,15505322,3043,706768
nation,England,E92000001,2022-03-02,33359,16180557,30084,15476832,3275,703725
nation,England,E92000001,2022-03-01,31857,16147198,28981,15446748,2876,700450
nation,England,E92000001,2022-02-28,31858,16115341,28808,15417767,3050,697574
nation,England,E92000001,2022-02-27,22165,16083483,20134,15388959,2031,694524
nation,England,E92000001,2022-02-26,17601,16061318,16124,15368825,1477,692493
nation,England,E92000001,2022-02-25,19531,16043717,17765,15352701,1766,691016
nation,England,E92000001,2022-02-24,21883,16024186,19801,15334936,2082,689250
nation,England,E92000001,2022-02-23,26008,16002303,23618,15315135,2390,687168
nation,England,E92000001,2022-02-22,28017,15976295,25328,15291517,2689,684778
nation,England,E92000001,2022-02-21,33030,15948278,29910,15266189,3120,682089
nation,England,E92000001,2022-02-20,28408,15915248,25901,15236279,2507,678969
nation,England,E92000001,2022-02-19,26430,15886840,24157,15210378,2273,676462
nation,England,E92000001,2022-02-18,24921,15860410,22664,15186221,2257,674189
nation,England,E92000001,2022-02-17,34168,15835489,30958,15163557,3210,671932
nation,England,E92000001,2022-02-16,39443,15801321,35726,15132599,3717,668722
nation,England,E92000001,2022-02-15,40144,15761878,36338,15096873,3806,665005
nation,England,E92000001,2022-02-14,42491,15721734,38431,15060535,4060,661199
nation,England,E92000001,2022-02-13,32326,15679243,29342,15022104,2984,657139
nation,England,E92000001,2022-02-12,29140,15646917,26639,14992762,2501,654155
nation,England,E92000001,2022-02-11,34942,15617777,31724,14966123,3218,651654
nation,England,E92000001,2022-02-10,41331,15582835,37253,14934399,4078,648436
nation,England,E92000001,2022-02-09,51014,15541504,45961,14897146,5053,644358
nation,England,E92000001,2022-02-08,55437,15490490,49986,14851185,5451,639305
nation,England,E92000001,2022-02-07,62672,15435053,56298,14801199,6374,633854
nation,England,E92000001,2022-02-06,50143,15372381,45154,14744901,4989,627480
nation,England,E92000001,2022-02-05,43233,15322238,39305,14699747,3928,622491
nation,England,E92000001,2022-02-04,52556,15279005,47717,14660442,4839,618563
nation,England,E92000001,2022-02-03,64031,15226449,57738,14612725,6293,613724
nation,England,E92000001,2022-02-02,73907,15162418,66617,14554987,7290,607431
nation,England,E92000001,2022-02-01,78512,15088511,70498,14488370,8014,600141
nation,England,E92000001,2022-01-31,88499,15009999,79481,14417872,9018,592127
nation,England,E92000001,2022-01-30,74976,14921500,67584,14338391,7392,583109
nation,England,E92000001,2022-01-29,63018,14846524,57273,14270807,5745,575717
nation,England,E92000001,2022-01-28,71682,14783506,64864,14213534,6818,569972
nation,England,E92000001,2022-01-27,82727,14711824,74669,14148670,8058,563154
nation,England,E92000001,2022-01-26,93211,14629097,83994,14074001,9217,555096
nation,England,E92000001,2022-01-25,96954,14535886,87344,13990007,9610,545879
nation,England,E92000001,2022-01-24,109233,14438932,98278,13902663,10955,536269
nation,England,E92000001,2022-01-23,88557,14329699,80098,13804385,8459,525314
nation,England,E92000001,2022-01-22,70483,14241142,64190,13724287,6293,516855
nation,England,E92000001,2022-01-21,79172,14170659,71810,13660097,7362,510562
nation,England,E92000001,2022-01-20,86952,14091487,78895,13588287,8057,503200
nation,England,E92000001,2022-01-19,97333,14004535,88151,13509392,9182,495143
nation,England,E92000001,2022-01-18,103308,13907202,93489,13421241,9819,485961
nation,England,E92000001,2022-01-17,114776,13803894,103816,13327752,10960,476142
nation,England,E92000001,2022-01-16,85596,13689118,77692,13223936,7904,465182
nation,England,E92000001,2022-01-15,67819,13603522,62052,13146244,5767,457278
nation,England,E92000001,2022-01-14,75174,13535703,68447,13084192,6727,451511
nation,England,E92000001,2022-01-13,84132,13460529,76293,13015745,7839,444784
nation,England,E92000001,2022-01-12,90002,13376397,81440,12939452,8562,436945
nation,England,E92000001,2022-01-11,100978,13286395,91495,12858012,9483,428383
nation,England,E92000001,2022-01-10,116340,13185417,105279,12766517,11061,418900
nation,England,E92000001,2022-01-09,83079,13069077,75304,12661238,7775,407839
nation,England,E92000001,2022-01-08,81218,12985998,73716,12585934,7502,400064
nation,England,E92000001,2022-01-07,105081,12904780,94766,12512218,10315,392562
nation,England,E92000001,2022-01-06,150786,12799699,134876,12417452,15910,382247
nation,England,E92000001,2022-01-05,183794,12648913,164541,12282576,19253,366337
nation,England,E92000001,2022-01-04,234873,12465119,210589,12118035,24284,347084
nation,England,E92000001,2022-01-03,193612,12230246,173522,11907446,20090,322800
nation,England,E92000001,2022-01-02,148606,12036634,133956,11733924,14650,302710
nation,England,E92000001,2022-01-01,99297,11888028,90299,11599968,8998,288060
nation,England,E92000001,2021-12-31,152884,11788731,138925,11509669,13959,279062
nation,England,E92000001,2021-12-30,192822,11635847,175034,11370744,17788,265103
nation,England,E92000001,2021-12-29,224023,11443025,204424,11195710,19599,247315
nation,England,E92000001,2021-12-28,170580,11219002,155661,10991286,14919,227716
nation,England,E92000001,2021-12-27,155563,11048422,142559,10835625,13004,212797
nation,England,E92000001,2021-12-26,98906,10892859,91192,10693066,7714,199793
nation,England,E92000001,2021-12-25,59911,10793953,55561,10601874,4350,192079
nation,England,E92000001,2021-12-24,117562,10734042,108028,10546313,9534,187729
nation,England,E92000001,2021-12-23,137022,10616480,125446,10438285,11576,178195
nation,England,E92000001,2021-12-22,138143,10479458,126490,10312839,11653,166619
nation,England,E92000001,2021-12-21,129598,10341315,119020,10186349,10578,154966
nation,England,E92000001,2021-12-20,117577,10211717,108417,10067329,9160,144388
nation,England,E92000001,2021-12-19,78493,10094140,72709,9958912,5784,135228
nation,England,E92000001,2021-12-18,78930,10015647,73210,9886203,5720,129444
nation,England,E92000001,2021-12-17,84949,9936717,78631,9812993,6318,123724
nation,England,E92000001,2021-12-16,93797,9851768,86923,9734362,6874,117406
nation,England,E92000001,2021-12-15,99651,9757971,92591,9647439,7060,110532
nation,England,E92000001,2021-12-14,90715,9658320,84771,9554848,5944,103472
nation,England,E92000001,2021-12-13,76508,9567605,72510,9470077,3998,97528
nation,England,E92000001,2021-12-12,46366,9491097,44506,9397567,1860,93530
nation,England,E92000001,2021-12-11,41940,9444731,40517,9353061,1423,91670
nation,England,E92000001,2021-12-10,45017,9402791,43538,9312544,1479,90247
nation,England,E92000001,2021-12-09,48816,9357774,47247,9269006,1569,88768
nation,England,E92000001,2021-12-08,50057,9308958,48589,9221759,1468,87199
nation,England,E92000001,2021-12-07,48140,9258901,46898,9173170,1242,85731
nation,England,E92000001,2021-12-06,51121,9210761,49977,9126272,1144,84489
nation,England,E92000001,2021-12-05,35037,9159640,34455,9076295,582,83345
nation,England,E92000001,2021-12-04,33378,9124603,32835,9041840,543,82763
nation,England,E92000001,2021-12-03,39222,9091225,38624,9009005,598,82220
nation,England,E92000001,2021-12-02,43046,9052003,42394,8970381,652,81622
nation,England,E92000001,2021-12-01,47262,9008957,46561,8927987,701,80970
nation,England,E92000001,2021-11-30,47631,8961695,46945,8881426,686,80269
nation,England,E92000001,2021-11-29,47940,8914064,47192,8834481,748,79583
